"TIME","GEO","SEX","AGE","CITIZEN","UNIT","Value","Flag and Footnotes"
"2015Q4","Malta","Total","From 15 to 64 years","Total","Percentage","68.6",""
"2015Q4","Malta","Males","From 15 to 64 years","Total","Percentage","81.9",""
"2015Q4","Malta","Females","From 15 to 64 years","Total","Percentage","54.7",""
"2015Q4","Netherlands","Total","From 15 to 64 years","Total","Percentage","79.6",""
"2015Q4","Netherlands","Males","From 15 to 64 years","Total","Percentage","84.5",""
"2015Q4","Netherlands","Females","From 15 to 64 years","Total","Percentage","74.7",""
"2015Q4","Austria","Total","From 15 to 64 years","Total","Percentage","75.7",""
"2015Q4","Austria","Males","From 15 to 64 years","Total","Percentage","80.1",""
"2015Q4","Austria","Females","From 15 to 64 years","Total","Percentage","71.2",""
"2015Q4","Poland","Total","From 15 to 64 years","Total","Percentage","68.5",""
"2015Q4","Poland","Males","From 15 to 64 years","Total","Percentage","75.3",""
"2015Q4","Poland","Females","From 15 to 64 years","Total","Percentage","61.7",""
"2015Q4","Portugal","Total","From 15 to 64 years","Total","Percentage","73.6",""
"2015Q4","Portugal","Males","From 15 to 64 years","Total","Percentage","77.2",""
"2015Q4","Portugal","Females","From 15 to 64 years","Total","Percentage","70.2",""
"2015Q4","Romania","Total","From 15 to 64 years","Total","Percentage","65.9",""
"2015Q4","Romania","Males","From 15 to 64 years","Total","Percentage","75.3",""
"2015Q4","Romania","Females","From 15 to 64 years","Total","Percentage","56.4",""
"2015Q4","Slovenia","Total","From 15 to 64 years","Total","Percentage","71.3",""
"2015Q4","Slovenia","Males","From 15 to 64 years","Total","Percentage","74.8",""
"2015Q4","Slovenia","Females","From 15 to 64 years","Total","Percentage","67.6",""
"2015Q4","Slovakia","Total","From 15 to 64 years","Total","Percentage","71.3",""
"2015Q4","Slovakia","Males","From 15 to 64 years","Total","Percentage","77.6",""
"2015Q4","Slovakia","Females","From 15 to 64 years","Total","Percentage","65.0",""
"2015Q4","Finland","Total","From 15 to 64 years","Total","Percentage","74.4",""
"2015Q4","Finland","Males","From 15 to 64 years","Total","Percentage","75.8",""
"2015Q4","Finland","Females","From 15 to 64 years","Total","Percentage","73.1",""
"2015Q4","Sweden","Total","From 15 to 64 years","Total","Percentage","81.1",""
"2015Q4","Sweden","Males","From 15 to 64 years","Total","Percentage","82.9",""
"2015Q4","Sweden","Females","From 15 to 64 years","Total","Percentage","79.2",""
"2015Q4","United Kingdom","Total","From 15 to 64 years","Total","Percentage","77.1",""
"2015Q4","United Kingdom","Males","From 15 to 64 years","Total","Percentage","82.6",""
"2015Q4","United Kingdom","Females","From 15 to 64 years","Total","Percentage","71.8",""
"2015Q4","Iceland","Total","From 15 to 64 years","Total","Percentage","87.1",""
"2015Q4","Iceland","Males","From 15 to 64 years","Total","Percentage","88.9",""
"2015Q4","Iceland","Females","From 15 to 64 years","Total","Percentage","85.4",""
"2015Q4","Norway","Total","From 15 to 64 years","Total","Percentage","77.7",""
"2015Q4","Norway","Males","From 15 to 64 years","Total","Percentage","79.7",""
"2015Q4","Norway","Females","From 15 to 64 years","Total","Percentage","75.6",""
"2015Q4","Switzerland","Total","From 15 to 64 years","Total","Percentage","83.9",""
"2015Q4","Switzerland","Males","From 15 to 64 years","Total","Percentage","88.4",""
"2015Q4","Switzerland","Females","From 15 to 64 years","Total","Percentage","79.3",""
"2015Q4","Montenegro","Total","From 15 to 64 years","Total","Percentage","62.4",""
"2015Q4","Montenegro","Males","From 15 to 64 years","Total","Percentage","68.0",""
"2015Q4","Montenegro","Females","From 15 to 64 years","Total","Percentage","56.7",""
"2015Q4","North Macedonia","Total","From 15 to 64 years","Total","Percentage","64.4",""
"2015Q4","North Macedonia","Males","From 15 to 64 years","Total","Percentage","77.6",""
"2015Q4","North Macedonia","Females","From 15 to 64 years","Total","Percentage","50.7",""
"2015Q4","Serbia","Total","From 15 to 64 years","Total","Percentage","64.1",""
"2015Q4","Serbia","Males","From 15 to 64 years","Total","Percentage","72.5",""
"2015Q4","Serbia","Females","From 15 to 64 years","Total","Percentage","55.8",""
"2015Q4","Turkey","Total","From 15 to 64 years","Total","Percentage","56.0",""
"2015Q4","Turkey","Males","From 15 to 64 years","Total","Percentage","76.8",""
"2015Q4","Turkey","Females","From 15 to 64 years","Total","Percentage","35.1",""
"2016Q1","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Total","Percentage","71.8",""
"2016Q1","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Total","Percentage","77.5",""
"2016Q1","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Total","Percentage","66.2",""
"2016Q1","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Total","Percentage","72.5",""
"2016Q1","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Total","Percentage","78.1",""
"2016Q1","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Total","Percentage","66.9",""
"2016Q1","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Total","Percentage","73.5",""
"2016Q1","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Total","Percentage","78.8",""
"2016Q1","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Total","Percentage","68.1",""
"2016Q1","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Total","Percentage","72.5",""
"2016Q1","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Total","Percentage","77.9",""
"2016Q1","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Total","Percentage","67.1",""
"2016Q1","Belgium","Total","From 15 to 64 years","Total","Percentage","67.2",""
"2016Q1","Belgium","Males","From 15 to 64 years","Total","Percentage","71.8",""
"2016Q1","Belgium","Females","From 15 to 64 years","Total","Percentage","62.5",""
"2016Q1","Bulgaria","Total","From 15 to 64 years","Total","Percentage","68.3",""
"2016Q1","Bulgaria","Males","From 15 to 64 years","Total","Percentage","72.5",""
"2016Q1","Bulgaria","Females","From 15 to 64 years","Total","Percentage","64.0",""
"2016Q1","Czechia","Total","From 15 to 64 years","Total","Percentage","74.3",""
"2016Q1","Czechia","Males","From 15 to 64 years","Total","Percentage","81.7",""
"2016Q1","Czechia","Females","From 15 to 64 years","Total","Percentage","66.8",""
"2016Q1","Denmark","Total","From 15 to 64 years","Total","Percentage","76.9","b"
"2016Q1","Denmark","Males","From 15 to 64 years","Total","Percentage","79.3","b"
"2016Q1","Denmark","Females","From 15 to 64 years","Total","Percentage","74.4","b"
"2016Q1","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage","77.6",""
"2016Q1","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage","81.8",""
"2016Q1","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage","73.3",""
"2016Q1","Estonia","Total","From 15 to 64 years","Total","Percentage","75.4",""
"2016Q1","Estonia","Males","From 15 to 64 years","Total","Percentage","79.1",""
"2016Q1","Estonia","Females","From 15 to 64 years","Total","Percentage","71.8",""
"2016Q1","Ireland","Total","From 15 to 64 years","Total","Percentage","71.5",""
"2016Q1","Ireland","Males","From 15 to 64 years","Total","Percentage","78.1",""
"2016Q1","Ireland","Females","From 15 to 64 years","Total","Percentage","65.1",""
"2016Q1","Greece","Total","From 15 to 64 years","Total","Percentage","68.0",""
"2016Q1","Greece","Males","From 15 to 64 years","Total","Percentage","75.9",""
"2016Q1","Greece","Females","From 15 to 64 years","Total","Percentage","60.2",""
"2016Q1","Spain","Total","From 15 to 64 years","Total","Percentage","74.2",""
"2016Q1","Spain","Males","From 15 to 64 years","Total","Percentage","79.2",""
"2016Q1","Spain","Females","From 15 to 64 years","Total","Percentage","69.1",""
"2016Q1","France","Total","From 15 to 64 years","Total","Percentage","71.4",""
"2016Q1","France","Males","From 15 to 64 years","Total","Percentage","75.3",""
"2016Q1","France","Females","From 15 to 64 years","Total","Percentage","67.6",""
"2016Q1","Croatia","Total","From 15 to 64 years","Total","Percentage","65.1",""
"2016Q1","Croatia","Males","From 15 to 64 years","Total","Percentage","69.7",""
"2016Q1","Croatia","Females","From 15 to 64 years","Total","Percentage","60.5",""
"2016Q1","Italy","Total","From 15 to 64 years","Total","Percentage","64.2",""
"2016Q1","Italy","Males","From 15 to 64 years","Total","Percentage","74.1",""
"2016Q1","Italy","Females","From 15 to 64 years","Total","Percentage","54.4",""
"2016Q1","Cyprus","Total","From 15 to 64 years","Total","Percentage","71.8",""
"2016Q1","Cyprus","Males","From 15 to 64 years","Total","Percentage","76.8",""
"2016Q1","Cyprus","Females","From 15 to 64 years","Total","Percentage","67.2",""
"2016Q1","Latvia","Total","From 15 to 64 years","Total","Percentage","76.2",""
"2016Q1","Latvia","Males","From 15 to 64 years","Total","Percentage","78.6",""
"2016Q1","Latvia","Females","From 15 to 64 years","Total","Percentage","73.9",""
"2016Q1","Lithuania","Total","From 15 to 64 years","Total","Percentage","74.7",""
"2016Q1","Lithuania","Males","From 15 to 64 years","Total","Percentage","76.1",""
"2016Q1","Lithuania","Females","From 15 to 64 years","Total","Percentage","73.4",""
"2016Q1","Luxembourg","Total","From 15 to 64 years","Total","Percentage","69.5",""
"2016Q1","Luxembourg","Males","From 15 to 64 years","Total","Percentage","74.7",""
"2016Q1","Luxembourg","Females","From 15 to 64 years","Total","Percentage","64.2",""
"2016Q1","Hungary","Total","From 15 to 64 years","Total","Percentage","69.2",""
"2016Q1","Hungary","Males","From 15 to 64 years","Total","Percentage","76.0",""
"2016Q1","Hungary","Females","From 15 to 64 years","Total","Percentage","62.6",""
"2016Q1","Malta","Total","From 15 to 64 years","Total","Percentage","69.4",""
"2016Q1","Malta","Males","From 15 to 64 years","Total","Percentage","81.7",""
"2016Q1","Malta","Females","From 15 to 64 years","Total","Percentage","56.4",""
"2016Q1","Netherlands","Total","From 15 to 64 years","Total","Percentage","79.5",""
"2016Q1","Netherlands","Males","From 15 to 64 years","Total","Percentage","84.4",""
"2016Q1","Netherlands","Females","From 15 to 64 years","Total","Percentage","74.5",""
"2016Q1","Austria","Total","From 15 to 64 years","Total","Percentage","75.2",""
"2016Q1","Austria","Males","From 15 to 64 years","Total","Percentage","79.2",""
"2016Q1","Austria","Females","From 15 to 64 years","Total","Percentage","71.1",""
"2016Q1","Poland","Total","From 15 to 64 years","Total","Percentage","68.5",""
"2016Q1","Poland","Males","From 15 to 64 years","Total","Percentage","75.2",""
"2016Q1","Poland","Females","From 15 to 64 years","Total","Percentage","61.8",""
"2016Q1","Portugal","Total","From 15 to 64 years","Total","Percentage","73.4",""
"2016Q1","Portugal","Males","From 15 to 64 years","Total","Percentage","76.6",""
"2016Q1","Portugal","Females","From 15 to 64 years","Total","Percentage","70.4",""
"2016Q1","Romania","Total","From 15 to 64 years","Total","Percentage","64.2",""
"2016Q1","Romania","Males","From 15 to 64 years","Total","Percentage","72.9",""
"2016Q1","Romania","Females","From 15 to 64 years","Total","Percentage","55.2",""
"2016Q1","Slovenia","Total","From 15 to 64 years","Total","Percentage","70.5",""
"2016Q1","Slovenia","Males","From 15 to 64 years","Total","Percentage","73.3",""
"2016Q1","Slovenia","Females","From 15 to 64 years","Total","Percentage","67.5",""
"2016Q1","Slovakia","Total","From 15 to 64 years","Total","Percentage","71.6",""
"2016Q1","Slovakia","Males","From 15 to 64 years","Total","Percentage","77.8",""
"2016Q1","Slovakia","Females","From 15 to 64 years","Total","Percentage","65.3",""
"2016Q1","Finland","Total","From 15 to 64 years","Total","Percentage","74.9",""
"2016Q1","Finland","Males","From 15 to 64 years","Total","Percentage","76.4",""
"2016Q1","Finland","Females","From 15 to 64 years","Total","Percentage","73.4",""
"2016Q1","Sweden","Total","From 15 to 64 years","Total","Percentage","81.3",""
"2016Q1","Sweden","Males","From 15 to 64 years","Total","Percentage","83.1",""
"2016Q1","Sweden","Females","From 15 to 64 years","Total","Percentage","79.4",""
"2016Q1","United Kingdom","Total","From 15 to 64 years","Total","Percentage","77.0",""
"2016Q1","United Kingdom","Males","From 15 to 64 years","Total","Percentage","82.3",""
"2016Q1","United Kingdom","Females","From 15 to 64 years","Total","Percentage","71.8",""
"2016Q1","Iceland","Total","From 15 to 64 years","Total","Percentage","87.6",""
"2016Q1","Iceland","Males","From 15 to 64 years","Total","Percentage","90.8",""
"2016Q1","Iceland","Females","From 15 to 64 years","Total","Percentage","84.4",""
"2016Q1","Norway","Total","From 15 to 64 years","Total","Percentage","78.1",""
"2016Q1","Norway","Males","From 15 to 64 years","Total","Percentage","80.2",""
"2016Q1","Norway","Females","From 15 to 64 years","Total","Percentage","75.8",""
"2016Q1","Switzerland","Total","From 15 to 64 years","Total","Percentage","84.1",""
"2016Q1","Switzerland","Males","From 15 to 64 years","Total","Percentage","88.0",""
"2016Q1","Switzerland","Females","From 15 to 64 years","Total","Percentage","80.1",""
"2016Q1","Montenegro","Total","From 15 to 64 years","Total","Percentage","62.7",""
"2016Q1","Montenegro","Males","From 15 to 64 years","Total","Percentage","68.3",""
"2016Q1","Montenegro","Females","From 15 to 64 years","Total","Percentage","57.1",""
"2016Q1","North Macedonia","Total","From 15 to 64 years","Total","Percentage","64.3",""
"2016Q1","North Macedonia","Males","From 15 to 64 years","Total","Percentage","77.9",""
"2016Q1","North Macedonia","Females","From 15 to 64 years","Total","Percentage","50.2",""
"2016Q1","Serbia","Total","From 15 to 64 years","Total","Percentage","64.9",""
"2016Q1","Serbia","Males","From 15 to 64 years","Total","Percentage","72.5",""
"2016Q1","Serbia","Females","From 15 to 64 years","Total","Percentage","57.3",""
"2016Q1","Turkey","Total","From 15 to 64 years","Total","Percentage","55.6",""
"2016Q1","Turkey","Males","From 15 to 64 years","Total","Percentage","76.4",""
"2016Q1","Turkey","Females","From 15 to 64 years","Total","Percentage","34.7",""
"2016Q2","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Total","Percentage","72.3",""
"2016Q2","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Total","Percentage","78.0",""
"2016Q2","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Total","Percentage","66.6",""
"2016Q2","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Total","Percentage","72.9",""
"2016Q2","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Total","Percentage","78.5",""
"2016Q2","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Total","Percentage","67.3",""
"2016Q2","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Total","Percentage","73.8",""
"2016Q2","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Total","Percentage","79.1",""
"2016Q2","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Total","Percentage","68.5",""
"2016Q2","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Total","Percentage","72.8",""
"2016Q2","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Total","Percentage","78.3",""
"2016Q2","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Total","Percentage","67.4",""
"2016Q2","Belgium","Total","From 15 to 64 years","Total","Percentage","67.4",""
"2016Q2","Belgium","Males","From 15 to 64 years","Total","Percentage","72.4",""
"2016Q2","Belgium","Females","From 15 to 64 years","Total","Percentage","62.3",""
"2016Q2","Bulgaria","Total","From 15 to 64 years","Total","Percentage","69.4",""
"2016Q2","Bulgaria","Males","From 15 to 64 years","Total","Percentage","73.3",""
"2016Q2","Bulgaria","Females","From 15 to 64 years","Total","Percentage","65.4",""
"2016Q2","Czechia","Total","From 15 to 64 years","Total","Percentage","74.7",""
"2016Q2","Czechia","Males","From 15 to 64 years","Total","Percentage","81.9",""
"2016Q2","Czechia","Females","From 15 to 64 years","Total","Percentage","67.3",""
"2016Q2","Denmark","Total","From 15 to 64 years","Total","Percentage","77.6",""
"2016Q2","Denmark","Males","From 15 to 64 years","Total","Percentage","80.3",""
"2016Q2","Denmark","Females","From 15 to 64 years","Total","Percentage","74.9",""
"2016Q2","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage","77.5",""
"2016Q2","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage","81.8",""
"2016Q2","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage","73.1",""
"2016Q2","Estonia","Total","From 15 to 64 years","Total","Percentage","78.5",""
"2016Q2","Estonia","Males","From 15 to 64 years","Total","Percentage","83.1",""
"2016Q2","Estonia","Females","From 15 to 64 years","Total","Percentage","74.1",""
"2016Q2","Ireland","Total","From 15 to 64 years","Total","Percentage","73.1",""
"2016Q2","Ireland","Males","From 15 to 64 years","Total","Percentage","79.5",""
"2016Q2","Ireland","Females","From 15 to 64 years","Total","Percentage","66.8",""
"2016Q2","Greece","Total","From 15 to 64 years","Total","Percentage","68.3",""
"2016Q2","Greece","Males","From 15 to 64 years","Total","Percentage","76.2",""
"2016Q2","Greece","Females","From 15 to 64 years","Total","Percentage","60.6",""
"2016Q2","Spain","Total","From 15 to 64 years","Total","Percentage","74.4",""
"2016Q2","Spain","Males","From 15 to 64 years","Total","Percentage","79.2",""
"2016Q2","Spain","Females","From 15 to 64 years","Total","Percentage","69.5",""
"2016Q2","France","Total","From 15 to 64 years","Total","Percentage","71.3",""
"2016Q2","France","Males","From 15 to 64 years","Total","Percentage","75.3",""
"2016Q2","France","Females","From 15 to 64 years","Total","Percentage","67.5",""
"2016Q2","Croatia","Total","From 15 to 64 years","Total","Percentage","65.9",""
"2016Q2","Croatia","Males","From 15 to 64 years","Total","Percentage","70.3",""
"2016Q2","Croatia","Females","From 15 to 64 years","Total","Percentage","61.5",""
"2016Q2","Italy","Total","From 15 to 64 years","Total","Percentage","65.3",""
"2016Q2","Italy","Males","From 15 to 64 years","Total","Percentage","75.1",""
"2016Q2","Italy","Females","From 15 to 64 years","Total","Percentage","55.7",""
"2016Q2","Cyprus","Total","From 15 to 64 years","Total","Percentage","73.5",""
"2016Q2","Cyprus","Males","From 15 to 64 years","Total","Percentage","78.9",""
"2016Q2","Cyprus","Females","From 15 to 64 years","Total","Percentage","68.6",""
"2016Q2","Latvia","Total","From 15 to 64 years","Total","Percentage","76.5",""
"2016Q2","Latvia","Males","From 15 to 64 years","Total","Percentage","79.0",""
"2016Q2","Latvia","Females","From 15 to 64 years","Total","Percentage","74.0",""
"2016Q2","Lithuania","Total","From 15 to 64 years","Total","Percentage","75.8",""
"2016Q2","Lithuania","Males","From 15 to 64 years","Total","Percentage","77.7",""
"2016Q2","Lithuania","Females","From 15 to 64 years","Total","Percentage","74.0",""
"2016Q2","Luxembourg","Total","From 15 to 64 years","Total","Percentage","69.5",""
"2016Q2","Luxembourg","Males","From 15 to 64 years","Total","Percentage","75.0",""
"2016Q2","Luxembourg","Females","From 15 to 64 years","Total","Percentage","63.8",""
"2016Q2","Hungary","Total","From 15 to 64 years","Total","Percentage","70.0",""
"2016Q2","Hungary","Males","From 15 to 64 years","Total","Percentage","77.0",""
"2016Q2","Hungary","Females","From 15 to 64 years","Total","Percentage","63.2",""
"2016Q2","Malta","Total","From 15 to 64 years","Total","Percentage","70.4",""
"2016Q2","Malta","Males","From 15 to 64 years","Total","Percentage","82.5",""
"2016Q2","Malta","Females","From 15 to 64 years","Total","Percentage","57.7",""
"2016Q2","Netherlands","Total","From 15 to 64 years","Total","Percentage","79.8",""
"2016Q2","Netherlands","Males","From 15 to 64 years","Total","Percentage","84.5",""
"2016Q2","Netherlands","Females","From 15 to 64 years","Total","Percentage","75.1",""
"2016Q2","Austria","Total","From 15 to 64 years","Total","Percentage","76.1",""
"2016Q2","Austria","Males","From 15 to 64 years","Total","Percentage","80.8",""
"2016Q2","Austria","Females","From 15 to 64 years","Total","Percentage","71.4",""
"2016Q2","Poland","Total","From 15 to 64 years","Total","Percentage","68.6",""
"2016Q2","Poland","Males","From 15 to 64 years","Total","Percentage","75.4",""
"2016Q2","Poland","Females","From 15 to 64 years","Total","Percentage","61.9",""
"2016Q2","Portugal","Total","From 15 to 64 years","Total","Percentage","73.4",""
"2016Q2","Portugal","Males","From 15 to 64 years","Total","Percentage","77.0",""
"2016Q2","Portugal","Females","From 15 to 64 years","Total","Percentage","70.1",""
"2016Q2","Romania","Total","From 15 to 64 years","Total","Percentage","65.8",""
"2016Q2","Romania","Males","From 15 to 64 years","Total","Percentage","75.1",""
"2016Q2","Romania","Females","From 15 to 64 years","Total","Percentage","56.2",""
"2016Q2","Slovenia","Total","From 15 to 64 years","Total","Percentage","71.9",""
"2016Q2","Slovenia","Males","From 15 to 64 years","Total","Percentage","74.5",""
"2016Q2","Slovenia","Females","From 15 to 64 years","Total","Percentage","69.1",""
"2016Q2","Slovakia","Total","From 15 to 64 years","Total","Percentage","71.9",""
"2016Q2","Slovakia","Males","From 15 to 64 years","Total","Percentage","78.3",""
"2016Q2","Slovakia","Females","From 15 to 64 years","Total","Percentage","65.3",""
"2016Q2","Finland","Total","From 15 to 64 years","Total","Percentage","77.8",""
"2016Q2","Finland","Males","From 15 to 64 years","Total","Percentage","80.0",""
"2016Q2","Finland","Females","From 15 to 64 years","Total","Percentage","75.6",""
"2016Q2","Sweden","Total","From 15 to 64 years","Total","Percentage","83.1",""
"2016Q2","Sweden","Males","From 15 to 64 years","Total","Percentage","84.9",""
"2016Q2","Sweden","Females","From 15 to 64 years","Total","Percentage","81.2",""
"2016Q2","United Kingdom","Total","From 15 to 64 years","Total","Percentage","77.2",""
"2016Q2","United Kingdom","Males","From 15 to 64 years","Total","Percentage","82.3",""
"2016Q2","United Kingdom","Females","From 15 to 64 years","Total","Percentage","72.1",""
"2016Q2","Iceland","Total","From 15 to 64 years","Total","Percentage","90.9",""
"2016Q2","Iceland","Males","From 15 to 64 years","Total","Percentage","93.5",""
"2016Q2","Iceland","Females","From 15 to 64 years","Total","Percentage","88.1",""
"2016Q2","Norway","Total","From 15 to 64 years","Total","Percentage","78.2",""
"2016Q2","Norway","Males","From 15 to 64 years","Total","Percentage","80.6",""
"2016Q2","Norway","Females","From 15 to 64 years","Total","Percentage","75.7",""
"2016Q2","Switzerland","Total","From 15 to 64 years","Total","Percentage","83.4",""
"2016Q2","Switzerland","Males","From 15 to 64 years","Total","Percentage","87.7",""
"2016Q2","Switzerland","Females","From 15 to 64 years","Total","Percentage","79.0",""
"2016Q2","Montenegro","Total","From 15 to 64 years","Total","Percentage","63.6",""
"2016Q2","Montenegro","Males","From 15 to 64 years","Total","Percentage","70.6",""
"2016Q2","Montenegro","Females","From 15 to 64 years","Total","Percentage","56.6",""
"2016Q2","North Macedonia","Total","From 15 to 64 years","Total","Percentage","64.4",""
"2016Q2","North Macedonia","Males","From 15 to 64 years","Total","Percentage","78.5",""
"2016Q2","North Macedonia","Females","From 15 to 64 years","Total","Percentage","49.8",""
"2016Q2","Serbia","Total","From 15 to 64 years","Total","Percentage","66.4",""
"2016Q2","Serbia","Males","From 15 to 64 years","Total","Percentage","74.1",""
"2016Q2","Serbia","Females","From 15 to 64 years","Total","Percentage","58.7",""
"2016Q2","Turkey","Total","From 15 to 64 years","Total","Percentage","57.4",""
"2016Q2","Turkey","Males","From 15 to 64 years","Total","Percentage","78.1",""
"2016Q2","Turkey","Females","From 15 to 64 years","Total","Percentage","36.6",""
"2016Q3","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Total","Percentage","72.5",""
"2016Q3","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Total","Percentage","78.3",""
"2016Q3","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Total","Percentage","66.8",""
"2016Q3","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Total","Percentage","73.2",""
"2016Q3","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Total","Percentage","78.8",""
"2016Q3","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Total","Percentage","67.5",""
"2016Q3","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Total","Percentage","74.0",""
"2016Q3","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Total","Percentage","79.3",""
"2016Q3","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Total","Percentage","68.7",""
"2016Q3","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Total","Percentage","73.0",""
"2016Q3","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Total","Percentage","78.5",""
"2016Q3","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Total","Percentage","67.6",""
"2016Q3","Belgium","Total","From 15 to 64 years","Total","Percentage","67.5",""
"2016Q3","Belgium","Males","From 15 to 64 years","Total","Percentage","72.3",""
"2016Q3","Belgium","Females","From 15 to 64 years","Total","Percentage","62.7",""
"2016Q3","Bulgaria","Total","From 15 to 64 years","Total","Percentage","69.1",""
"2016Q3","Bulgaria","Males","From 15 to 64 years","Total","Percentage","73.0",""
"2016Q3","Bulgaria","Females","From 15 to 64 years","Total","Percentage","65.2",""
"2016Q3","Czechia","Total","From 15 to 64 years","Total","Percentage","75.3",""
"2016Q3","Czechia","Males","From 15 to 64 years","Total","Percentage","82.5",""
"2016Q3","Czechia","Females","From 15 to 64 years","Total","Percentage","67.8",""
"2016Q3","Denmark","Total","From 15 to 64 years","Total","Percentage","78.1",""
"2016Q3","Denmark","Males","From 15 to 64 years","Total","Percentage","81.0",""
"2016Q3","Denmark","Females","From 15 to 64 years","Total","Percentage","75.1",""
"2016Q3","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage","78.3",""
"2016Q3","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage","82.5",""
"2016Q3","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage","74.0",""
"2016Q3","Estonia","Total","From 15 to 64 years","Total","Percentage","79.3",""
"2016Q3","Estonia","Males","From 15 to 64 years","Total","Percentage","84.4",""
"2016Q3","Estonia","Females","From 15 to 64 years","Total","Percentage","74.3",""
"2016Q3","Ireland","Total","From 15 to 64 years","Total","Percentage","73.6",""
"2016Q3","Ireland","Males","From 15 to 64 years","Total","Percentage","80.4",""
"2016Q3","Ireland","Females","From 15 to 64 years","Total","Percentage","66.9",""
"2016Q3","Greece","Total","From 15 to 64 years","Total","Percentage","68.6",""
"2016Q3","Greece","Males","From 15 to 64 years","Total","Percentage","76.5",""
"2016Q3","Greece","Females","From 15 to 64 years","Total","Percentage","60.9",""
"2016Q3","Spain","Total","From 15 to 64 years","Total","Percentage","74.3",""
"2016Q3","Spain","Males","From 15 to 64 years","Total","Percentage","79.4",""
"2016Q3","Spain","Females","From 15 to 64 years","Total","Percentage","69.2",""
"2016Q3","France","Total","From 15 to 64 years","Total","Percentage","71.5",""
"2016Q3","France","Males","From 15 to 64 years","Total","Percentage","75.2",""
"2016Q3","France","Females","From 15 to 64 years","Total","Percentage","67.9",""
"2016Q3","Croatia","Total","From 15 to 64 years","Total","Percentage","65.7",""
"2016Q3","Croatia","Males","From 15 to 64 years","Total","Percentage","70.7",""
"2016Q3","Croatia","Females","From 15 to 64 years","Total","Percentage","60.7",""
"2016Q3","Italy","Total","From 15 to 64 years","Total","Percentage","64.8",""
"2016Q3","Italy","Males","From 15 to 64 years","Total","Percentage","74.8",""
"2016Q3","Italy","Females","From 15 to 64 years","Total","Percentage","54.8",""
"2016Q3","Cyprus","Total","From 15 to 64 years","Total","Percentage","74.1",""
"2016Q3","Cyprus","Males","From 15 to 64 years","Total","Percentage","79.6",""
"2016Q3","Cyprus","Females","From 15 to 64 years","Total","Percentage","69.1",""
"2016Q3","Latvia","Total","From 15 to 64 years","Total","Percentage","76.4",""
"2016Q3","Latvia","Males","From 15 to 64 years","Total","Percentage","79.4",""
"2016Q3","Latvia","Females","From 15 to 64 years","Total","Percentage","73.7",""
"2016Q3","Lithuania","Total","From 15 to 64 years","Total","Percentage","75.8",""
