TIME,GEO,Meat,,,Value,
2017,Malta,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2017,Malta,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2017,Netherlands,Bovine meat,Slaughterings,Thousand tonnes,438.87,
2017,Netherlands,Bovine meat,Slaughterings,Thousand heads (animals),2 157.96,
2017,Netherlands,Pigmeat,Slaughterings,Thousand tonnes,1 455.68,
2017,Netherlands,Pigmeat,Slaughterings,Thousand heads (animals),15 169.04,
2017,Netherlands,Meat of sheep and goats,Slaughterings,Thousand tonnes,14.12,
2017,Netherlands,Meat of sheep and goats,Slaughterings,Thousand heads (animals),673.78,
,,,,,,
,,,,,,
2017,Netherlands,Poultry meat,Slaughterings,Thousand tonnes,:,c
2017,Netherlands,Poultry meat,Slaughterings,Thousand heads (animals),:,c
2017,Netherlands,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2017,Netherlands,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2017,Austria,Bovine meat,Slaughterings,Thousand tonnes,226.09,
2017,Austria,Bovine meat,Slaughterings,Thousand heads (animals),678.26,
2017,Austria,Pigmeat,Slaughterings,Thousand tonnes,505.36,
2017,Austria,Pigmeat,Slaughterings,Thousand heads (animals),5 154.01,
2017,Austria,Meat of sheep and goats,Slaughterings,Thousand tonnes,7.69,
2017,Austria,Meat of sheep and goats,Slaughterings,Thousand heads (animals),364,
,,,,,,
,,,,,,
2017,Austria,Poultry meat,Slaughterings,Thousand tonnes,:,c
2017,Austria,Poultry meat,Slaughterings,Thousand heads (animals),:,c
2017,Austria,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2017,Austria,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2017,Poland,Bovine meat,Slaughterings,Thousand tonnes,558.58,
2017,Poland,Bovine meat,Slaughterings,Thousand heads (animals),1 931.16,
2017,Poland,Pigmeat,Slaughterings,Thousand tonnes,1 990.46,
2017,Poland,Pigmeat,Slaughterings,Thousand heads (animals),22 066.90,
2017,Poland,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2017,Poland,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2017,Poland,Poultry meat,Slaughterings,Thousand tonnes,2 343.55,
2017,Poland,Poultry meat,Slaughterings,Thousand heads (animals),1 166 662.74,
2017,Poland,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2017,Poland,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2017,Portugal,Bovine meat,Slaughterings,Thousand tonnes,91.09,
2017,Portugal,Bovine meat,Slaughterings,Thousand heads (animals),377.12,
2017,Portugal,Pigmeat,Slaughterings,Thousand tonnes,356.47,
2017,Portugal,Pigmeat,Slaughterings,Thousand heads (animals),5 473.17,
2017,Portugal,Meat of sheep and goats,Slaughterings,Thousand tonnes,10.26,
2017,Portugal,Meat of sheep and goats,Slaughterings,Thousand heads (animals),893.63,
,,,,,,
,,,,,,
2017,Portugal,Poultry meat,Slaughterings,Thousand tonnes,340.92,
2017,Portugal,Poultry meat,Slaughterings,Thousand heads (animals),217 260.90,
2017,Portugal,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2017,Portugal,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2017,Romania,Bovine meat,Slaughterings,Thousand tonnes,59.14,
2017,Romania,Bovine meat,Slaughterings,Thousand heads (animals),274.88,
2017,Romania,Pigmeat,Slaughterings,Thousand tonnes,327.98,
2017,Romania,Pigmeat,Slaughterings,Thousand heads (animals),3 881.95,
2017,Romania,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2017,Romania,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2017,Romania,Poultry meat,Slaughterings,Thousand tonnes,405.46,
2017,Romania,Poultry meat,Slaughterings,Thousand heads (animals),243 035.04,
2017,Romania,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2017,Romania,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2017,Slovenia,Bovine meat,Slaughterings,Thousand tonnes,35.79,
2017,Slovenia,Bovine meat,Slaughterings,Thousand heads (animals),120.12,
2017,Slovenia,Pigmeat,Slaughterings,Thousand tonnes,21.88,
2017,Slovenia,Pigmeat,Slaughterings,Thousand heads (animals),245.38,
2017,Slovenia,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.15,
2017,Slovenia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),12.07,
,,,,,,
,,,,,,
2017,Slovenia,Poultry meat,Slaughterings,Thousand tonnes,68.66,
2017,Slovenia,Poultry meat,Slaughterings,Thousand heads (animals),38 499.74,
2017,Slovenia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2017,Slovenia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2017,Slovakia,Bovine meat,Slaughterings,Thousand tonnes,7.79,
2017,Slovakia,Bovine meat,Slaughterings,Thousand heads (animals),29.27,
2017,Slovakia,Pigmeat,Slaughterings,Thousand tonnes,49.47,
2017,Slovakia,Pigmeat,Slaughterings,Thousand heads (animals),534.8,
2017,Slovakia,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2017,Slovakia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2017,Slovakia,Poultry meat,Slaughterings,Thousand tonnes,:,c
2017,Slovakia,Poultry meat,Slaughterings,Thousand heads (animals),:,c
2017,Slovakia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2017,Slovakia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2017,Finland,Bovine meat,Slaughterings,Thousand tonnes,85.39,
2017,Finland,Bovine meat,Slaughterings,Thousand heads (animals),274.29,
2017,Finland,Pigmeat,Slaughterings,Thousand tonnes,179.26,
2017,Finland,Pigmeat,Slaughterings,Thousand heads (animals),1 960.56,
2017,Finland,Meat of sheep and goats,Slaughterings,Thousand tonnes,1.3,
2017,Finland,Meat of sheep and goats,Slaughterings,Thousand heads (animals),63.46,
,,,,,,
,,,,,,
2017,Finland,Poultry meat,Slaughterings,Thousand tonnes,128.81,
2017,Finland,Poultry meat,Slaughterings,Thousand heads (animals),72 172.40,
2017,Finland,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2017,Finland,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2017,Sweden,Bovine meat,Slaughterings,Thousand tonnes,132.07,
2017,Sweden,Bovine meat,Slaughterings,Thousand heads (animals),406.03,
2017,Sweden,Pigmeat,Slaughterings,Thousand tonnes,239.76,
2017,Sweden,Pigmeat,Slaughterings,Thousand heads (animals),2 576.29,
2017,Sweden,Meat of sheep and goats,Slaughterings,Thousand tonnes,5.28,
2017,Sweden,Meat of sheep and goats,Slaughterings,Thousand heads (animals),262.74,
,,,,,,
,,,,,,
2017,Sweden,Poultry meat,Slaughterings,Thousand tonnes,158.52,
2017,Sweden,Poultry meat,Slaughterings,Thousand heads (animals),104 584.67,
2017,Sweden,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2017,Sweden,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2017,United Kingdom,Bovine meat,Slaughterings,Thousand tonnes,904.73,
2017,United Kingdom,Bovine meat,Slaughterings,Thousand heads (animals),2 753.61,
2017,United Kingdom,Pigmeat,Slaughterings,Thousand tonnes,902.57,
2017,United Kingdom,Pigmeat,Slaughterings,Thousand heads (animals),10 656.79,
2017,United Kingdom,Meat of sheep and goats,Slaughterings,Thousand tonnes,299.68,
2017,United Kingdom,Meat of sheep and goats,Slaughterings,Thousand heads (animals),14 894.38,
,,,,,,
,,,,,,
2017,United Kingdom,Poultry meat,Slaughterings,Thousand tonnes,1 811.92,
2017,United Kingdom,Poultry meat,Slaughterings,Thousand heads (animals),1 244 918.40,
2017,United Kingdom,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2017,United Kingdom,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2017,Iceland,Bovine meat,Slaughterings,Thousand tonnes,4.61,
2017,Iceland,Bovine meat,Slaughterings,Thousand heads (animals),22.86,
2017,Iceland,Pigmeat,Slaughterings,Thousand tonnes,6.26,
2017,Iceland,Pigmeat,Slaughterings,Thousand heads (animals),75.98,
2017,Iceland,Meat of sheep and goats,Slaughterings,Thousand tonnes,10.61,
2017,Iceland,Meat of sheep and goats,Slaughterings,Thousand heads (animals),614.76,
,,,,,,
,,,,,,
2017,Iceland,Poultry meat,Slaughterings,Thousand tonnes,9.71,
2017,Iceland,Poultry meat,Slaughterings,Thousand heads (animals),5 859.02,
2017,Iceland,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2017,Iceland,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2017,Switzerland,Bovine meat,Slaughterings,Thousand tonnes,139.63,
2017,Switzerland,Bovine meat,Slaughterings,Thousand heads (animals),605.66,
2017,Switzerland,Pigmeat,Slaughterings,Thousand tonnes,238.34,
2017,Switzerland,Pigmeat,Slaughterings,Thousand heads (animals),2 652.23,
2017,Switzerland,Meat of sheep and goats,Slaughterings,Thousand tonnes,5.05,
2017,Switzerland,Meat of sheep and goats,Slaughterings,Thousand heads (animals),258.38,
,,,,,,
,,,,,,
2017,Switzerland,Poultry meat,Slaughterings,Thousand tonnes,89.51,
2017,Switzerland,Poultry meat,Slaughterings,Thousand heads (animals),67 382.61,
2017,Switzerland,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2017,Switzerland,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2017,Montenegro,Bovine meat,Slaughterings,Thousand tonnes,4.89,
2017,Montenegro,Bovine meat,Slaughterings,Thousand heads (animals),26.69,
2017,Montenegro,Pigmeat,Slaughterings,Thousand tonnes,0.27,
2017,Montenegro,Pigmeat,Slaughterings,Thousand heads (animals),10.85,
2017,Montenegro,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.8,
2017,Montenegro,Meat of sheep and goats,Slaughterings,Thousand heads (animals),38.17,
,,,,,,
,,,,,,
2017,Montenegro,Poultry meat,Slaughterings,Thousand tonnes,1.7,
2017,Montenegro,Poultry meat,Slaughterings,Thousand heads (animals),985.28,
2017,Montenegro,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2017,Montenegro,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2017,Albania,Bovine meat,Slaughterings,Thousand tonnes,10.29,
2017,Albania,Bovine meat,Slaughterings,Thousand heads (animals),77.84,
2017,Albania,Pigmeat,Slaughterings,Thousand tonnes,7.13,
2017,Albania,Pigmeat,Slaughterings,Thousand heads (animals),114.57,
2017,Albania,Meat of sheep and goats,Slaughterings,Thousand tonnes,2.72,
2017,Albania,Meat of sheep and goats,Slaughterings,Thousand heads (animals),176.39,
,,,,,,
,,,,,,
2017,Albania,Poultry meat,Slaughterings,Thousand tonnes,5.17,
2017,Albania,Poultry meat,Slaughterings,Thousand heads (animals),2 908.41,
2017,Albania,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2017,Albania,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2017,Serbia,Bovine meat,Slaughterings,Thousand tonnes,45.05,
2017,Serbia,Bovine meat,Slaughterings,Thousand heads (animals),177.74,
2017,Serbia,Pigmeat,Slaughterings,Thousand tonnes,155.79,
2017,Serbia,Pigmeat,Slaughterings,Thousand heads (animals),2 079.05,
2017,Serbia,Meat of sheep and goats,Slaughterings,Thousand tonnes,0,n
2017,Serbia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),0,n
,,,,,,
,,,,,,
2017,Serbia,Poultry meat,Slaughterings,Thousand tonnes,78.23,
2017,Serbia,Poultry meat,Slaughterings,Thousand heads (animals),50 670.05,
2017,Serbia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2017,Serbia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2017,Turkey,Bovine meat,Slaughterings,Thousand tonnes,62.21,
2017,Turkey,Bovine meat,Slaughterings,Thousand heads (animals),261.61,
2017,Turkey,Pigmeat,Slaughterings,Thousand tonnes,0.02,
2017,Turkey,Pigmeat,Slaughterings,Thousand heads (animals),0.88,
2017,Turkey,Meat of sheep and goats,Slaughterings,Thousand tonnes,57.97,
2017,Turkey,Meat of sheep and goats,Slaughterings,Thousand heads (animals),2 826.61,
,,,,,,
,,,,,,
2017,Turkey,Poultry meat,Slaughterings,Thousand tonnes,2 189.24,
2017,Turkey,Poultry meat,Slaughterings,Thousand heads (animals),1 234 709.27,
2017,Turkey,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2017,Turkey,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2017,Bosnia and Herzegovina,Bovine meat,Slaughterings,Thousand tonnes,15.53,
2017,Bosnia and Herzegovina,Bovine meat,Slaughterings,Thousand heads (animals),69.2,
2017,Bosnia and Herzegovina,Pigmeat,Slaughterings,Thousand tonnes,8.77,
2017,Bosnia and Herzegovina,Pigmeat,Slaughterings,Thousand heads (animals),122.61,
2017,Bosnia and Herzegovina,Meat of sheep and goats,Slaughterings,Thousand tonnes,1.3,
2017,Bosnia and Herzegovina,Meat of sheep and goats,Slaughterings,Thousand heads (animals),84.04,
,,,,,,
,,,,,,
2017,Bosnia and Herzegovina,Poultry meat,Slaughterings,Thousand tonnes,62.15,
2017,Bosnia and Herzegovina,Poultry meat,Slaughterings,Thousand heads (animals),40 577.60,
2017,Bosnia and Herzegovina,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2017,Bosnia and Herzegovina,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2017,Kosovo (under United Nations Security Council Resolution 1244/99),Bovine meat,Slaughterings,Thousand tonnes,12.73,
2017,Kosovo (under United Nations Security Council Resolution 1244/99),Bovine meat,Slaughterings,Thousand heads (animals),74.59,
2017,Kosovo (under United Nations Security Council Resolution 1244/99),Pigmeat,Slaughterings,Thousand tonnes,0,
2017,Kosovo (under United Nations Security Council Resolution 1244/99),Pigmeat,Slaughterings,Thousand heads (animals),0,
2017,Kosovo (under United Nations Security Council Resolution 1244/99),Meat of sheep and goats,Slaughterings,Thousand tonnes,0,
2017,Kosovo (under United Nations Security Council Resolution 1244/99),Meat of sheep and goats,Slaughterings,Thousand heads (animals),0,
,,,,,,
,,,,,,
2017,Kosovo (under United Nations Security Council Resolution 1244/99),Poultry meat,Slaughterings,Thousand tonnes,0,
2017,Kosovo (under United Nations Security Council Resolution 1244/99),Poultry meat,Slaughterings,Thousand heads (animals),0,
2017,Kosovo (under United Nations Security Council Resolution 1244/99),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2017,Kosovo (under United Nations Security Council Resolution 1244/99),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,European Union - 27 countries (from 2020),Bovine meat,Slaughterings,Thousand tonnes,7 008.99,
2018,European Union - 27 countries (from 2020),Bovine meat,Slaughterings,Thousand heads (animals),23 932.73,
2018,European Union - 27 countries (from 2020),Pigmeat,Slaughterings,Thousand tonnes,22 919.64,
2018,European Union - 27 countries (from 2020),Pigmeat,Slaughterings,Thousand heads (animals),248 380.12,
2018,European Union - 27 countries (from 2020),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2018,European Union - 27 countries (from 2020),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2018,European Union - 27 countries (from 2020),Poultry meat,Slaughterings,Thousand tonnes,:,c
2018,European Union - 27 countries (from 2020),Poultry meat,Slaughterings,Thousand heads (animals),:,c
2018,European Union - 27 countries (from 2020),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,European Union - 27 countries (from 2020),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,European Union - 28 countries (2013-2020),Bovine meat,Slaughterings,Thousand tonnes,7 931.69,
2018,European Union - 28 countries (2013-2020),Bovine meat,Slaughterings,Thousand heads (animals),26 742.35,
2018,European Union - 28 countries (2013-2020),Pigmeat,Slaughterings,Thousand tonnes,23 846.37,
2018,European Union - 28 countries (2013-2020),Pigmeat,Slaughterings,Thousand heads (animals),259 316.58,
2018,European Union - 28 countries (2013-2020),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2018,European Union - 28 countries (2013-2020),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2018,European Union - 28 countries (2013-2020),Poultry meat,Slaughterings,Thousand tonnes,:,c
2018,European Union - 28 countries (2013-2020),Poultry meat,Slaughterings,Thousand heads (animals),:,c
2018,European Union - 28 countries (2013-2020),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,European Union - 28 countries (2013-2020),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,European Union - 27 countries (2007-2013),Bovine meat,Slaughterings,Thousand tonnes,7 887.91,
2018,European Union - 27 countries (2007-2013),Bovine meat,Slaughterings,Thousand heads (animals),26 561.95,
2018,European Union - 27 countries (2007-2013),Pigmeat,Slaughterings,Thousand tonnes,23 771.57,
2018,European Union - 27 countries (2007-2013),Pigmeat,Slaughterings,Thousand heads (animals),258 283.18,
2018,European Union - 27 countries (2007-2013),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2018,European Union - 27 countries (2007-2013),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2018,European Union - 27 countries (2007-2013),Poultry meat,Slaughterings,Thousand tonnes,:,c
2018,European Union - 27 countries (2007-2013),Poultry meat,Slaughterings,Thousand heads (animals),:,c
2018,European Union - 27 countries (2007-2013),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,European Union - 27 countries (2007-2013),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,European Union - 25 countries (2004-2006),Bovine meat,Slaughterings,Thousand tonnes,7 830.77,
2018,European Union - 25 countries (2004-2006),Bovine meat,Slaughterings,Thousand heads (animals),26 294.58,
2018,European Union - 25 countries (2004-2006),Pigmeat,Slaughterings,Thousand tonnes,23 326.44,
2018,European Union - 25 countries (2004-2006),Pigmeat,Slaughterings,Thousand heads (animals),252 836.56,
2018,European Union - 25 countries (2004-2006),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2018,European Union - 25 countries (2004-2006),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2018,European Union - 25 countries (2004-2006),Poultry meat,Slaughterings,Thousand tonnes,:,c
2018,European Union - 25 countries (2004-2006),Poultry meat,Slaughterings,Thousand heads (animals),:,c
2018,European Union - 25 countries (2004-2006),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,European Union - 25 countries (2004-2006),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,European Union - 15 countries (1995-2004),Bovine meat,Slaughterings,Thousand tonnes,7 051.28,
2018,European Union - 15 countries (1995-2004),Bovine meat,Slaughterings,Thousand heads (animals),23 571.01,
2018,European Union - 15 countries (1995-2004),Pigmeat,Slaughterings,Thousand tonnes,20 327.87,
2018,European Union - 15 countries (1995-2004),Pigmeat,Slaughterings,Thousand heads (animals),219 886.06,
2018,European Union - 15 countries (1995-2004),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2018,European Union - 15 countries (1995-2004),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2018,European Union - 15 countries (1995-2004),Poultry meat,Slaughterings,Thousand tonnes,:,c
2018,European Union - 15 countries (1995-2004),Poultry meat,Slaughterings,Thousand heads (animals),:,c
2018,European Union - 15 countries (1995-2004),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,European Union - 15 countries (1995-2004),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Belgium,Bovine meat,Slaughterings,Thousand tonnes,277.31,
2018,Belgium,Bovine meat,Slaughterings,Thousand heads (animals),888.1,
2018,Belgium,Pigmeat,Slaughterings,Thousand tonnes,1 073.12,
2018,Belgium,Pigmeat,Slaughterings,Thousand heads (animals),11 230.54,
2018,Belgium,Meat of sheep and goats,Slaughterings,Thousand tonnes,3.09,
2018,Belgium,Meat of sheep and goats,Slaughterings,Thousand heads (animals),147.39,
,,,,,,
,,,,,,
2018,Belgium,Poultry meat,Slaughterings,Thousand tonnes,469.59,
2018,Belgium,Poultry meat,Slaughterings,Thousand heads (animals),305 810.58,
2018,Belgium,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Belgium,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Bulgaria,Bovine meat,Slaughterings,Thousand tonnes,7.22,
2018,Bulgaria,Bovine meat,Slaughterings,Thousand heads (animals),34.23,
2018,Bulgaria,Pigmeat,Slaughterings,Thousand tonnes,80.04,
2018,Bulgaria,Pigmeat,Slaughterings,Thousand heads (animals),1 181.21,
2018,Bulgaria,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2018,Bulgaria,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2018,Bulgaria,Poultry meat,Slaughterings,Thousand tonnes,114.88,
2018,Bulgaria,Poultry meat,Slaughterings,Thousand heads (animals),60 318.04,
2018,Bulgaria,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Bulgaria,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Czechia,Bovine meat,Slaughterings,Thousand tonnes,71.58,
2018,Czechia,Bovine meat,Slaughterings,Thousand heads (animals),236.57,
2018,Czechia,Pigmeat,Slaughterings,Thousand tonnes,210.91,
2018,Czechia,Pigmeat,Slaughterings,Thousand heads (animals),2 309.69,
2018,Czechia,Meat of sheep and goats,Slaughterings,Thousand tonnes,0,n
2018,Czechia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),14.94,
,,,,,,
,,,,,,
2018,Czechia,Poultry meat,Slaughterings,Thousand tonnes,164.26,
2018,Czechia,Poultry meat,Slaughterings,Thousand heads (animals),121 008.16,e
2018,Czechia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Czechia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Denmark,Bovine meat,Slaughterings,Thousand tonnes,129.2,
2018,Denmark,Bovine meat,Slaughterings,Thousand heads (animals),490.5,
2018,Denmark,Pigmeat,Slaughterings,Thousand tonnes,1 581.30,
2018,Denmark,Pigmeat,Slaughterings,Thousand heads (animals),18 085.70,
2018,Denmark,Meat of sheep and goats,Slaughterings,Thousand tonnes,1.6,
2018,Denmark,Meat of sheep and goats,Slaughterings,Thousand heads (animals),76.1,
,,,,,,
,,,,,,
2018,Denmark,Poultry meat,Slaughterings,Thousand tonnes,147.7,
2018,Denmark,Poultry meat,Slaughterings,Thousand heads (animals),104 163.60,
2018,Denmark,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Denmark,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,1 102.00,
2018,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),3 416.00,
2018,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,5 343.00,
2018,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),56 609.00,
2018,Germany (until 1990 former territory of the FRG),Meat of sheep and goats,Slaughterings,Thousand tonnes,24,
2018,Germany (until 1990 former territory of the FRG),Meat of sheep and goats,Slaughterings,Thousand heads (animals),1 169.00,
,,,,,,
,,,,,,
2018,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,1 572.00,
2018,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),709 668.00,
2018,Germany (until 1990 former territory of the FRG),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Germany (until 1990 former territory of the FRG),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Estonia,Bovine meat,Slaughterings,Thousand tonnes,8.56,
2018,Estonia,Bovine meat,Slaughterings,Thousand heads (animals),34.95,
2018,Estonia,Pigmeat,Slaughterings,Thousand tonnes,43.4,
2018,Estonia,Pigmeat,Slaughterings,Thousand heads (animals),537.45,
2018,Estonia,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.18,
2018,Estonia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),9.44,
,,,,,,
,,,,,,
2018,Estonia,Poultry meat,Slaughterings,Thousand tonnes,:,c
2018,Estonia,Poultry meat,Slaughterings,Thousand heads (animals),:,c
2018,Estonia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Estonia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Ireland,Bovine meat,Slaughterings,Thousand tonnes,622.54,
2018,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),1 896.04,
2018,Ireland,Pigmeat,Slaughterings,Thousand tonnes,303.27,
2018,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),3 446.69,
2018,Ireland,Meat of sheep and goats,Slaughterings,Thousand tonnes,68.41,
2018,Ireland,Meat of sheep and goats,Slaughterings,Thousand heads (animals),3 224.30,
,,,,,,
,,,,,,
2018,Ireland,Poultry meat,Slaughterings,Thousand tonnes,156.78,
2018,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),98 599.14,
2018,Ireland,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Ireland,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Greece,Bovine meat,Slaughterings,Thousand tonnes,39.63,
2018,Greece,Bovine meat,Slaughterings,Thousand heads (animals),166.16,
2018,Greece,Pigmeat,Slaughterings,Thousand tonnes,81.83,
2018,Greece,Pigmeat,Slaughterings,Thousand heads (animals),1 316.97,
2018,Greece,Meat of sheep and goats,Slaughterings,Thousand tonnes,70.1,
2018,Greece,Meat of sheep and goats,Slaughterings,Thousand heads (animals),6 696.32,
,,,,,,
,,,,,,
2018,Greece,Poultry meat,Slaughterings,Thousand tonnes,219.91,
2018,Greece,Poultry meat,Slaughterings,Thousand heads (animals),135 059.40,
2018,Greece,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Greece,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Spain,Bovine meat,Slaughterings,Thousand tonnes,669.01,
2018,Spain,Bovine meat,Slaughterings,Thousand heads (animals),2 462.56,
2018,Spain,Pigmeat,Slaughterings,Thousand tonnes,4 530.48,
2018,Spain,Pigmeat,Slaughterings,Thousand heads (animals),52 289.20,
2018,Spain,Meat of sheep and goats,Slaughterings,Thousand tonnes,130.62,
2018,Spain,Meat of sheep and goats,Slaughterings,Thousand heads (animals),11 476.73,
,,,,,,
,,,,,,
2018,Spain,Poultry meat,Slaughterings,Thousand tonnes,1 636.82,
2018,Spain,Poultry meat,Slaughterings,Thousand heads (animals),799 605.63,
2018,Spain,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,Spain,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,France,Bovine meat,Slaughterings,Thousand tonnes,1 460.00,p
2018,France,Bovine meat,Slaughterings,Thousand heads (animals),4 625.96,p
2018,France,Pigmeat,Slaughterings,Thousand tonnes,2 181.53,p
2018,France,Pigmeat,Slaughterings,Thousand heads (animals),23 491.47,p
2018,France,Meat of sheep and goats,Slaughterings,Thousand tonnes,87.59,p
2018,France,Meat of sheep and goats,Slaughterings,Thousand heads (animals),4 910.04,p
,,,,,,
,,,,,,
2018,France,Poultry meat,Slaughterings,Thousand tonnes,1 732.00,p
2018,France,Poultry meat,Slaughterings,Thousand heads (animals),974 045.00,p
2018,France,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2018,France,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2018,Croatia,Bovine meat,Slaughterings,Thousand tonnes,43.78,
